profile,ek_algorithm,ak_algorithm,quote_algorithm,pcr_bank_alg,pcr_count,pcr_digest_bytes,warmup_runs,measured_runs,ek_public_bytes,ak_public_bytes,credential_blob_bytes,credential_secret_bytes,nonce_bytes,pcr_payload_bytes,quote_attest_bytes,quote_signature_bytes,attestation_response_bytes
Full PQ (ML-KEM-768 / ML-DSA-65),ML-KEM-768,ML-DSA-65,ML-DSA-65,0x000b,16,32,10,200,1232,1967,68,1088,32,512,145,3309,3966
